antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'0.0', '212160.0'})",frozenset({'1.0'}),0.04192139737991266,0.8812227074235808,0.04192139737991266,1.0,1.134786917740337,1.0,0.004979310081806222,inf,0.1239744758432088,0.04757185332011893,1.0,0.5237859266600595
"frozenset({'212160.0', '1.0'})",frozenset({'0.0'}),0.04192139737991266,1.0,0.04192139737991266,1.0,1.0,1.0,0.0,inf,0.0,0.04192139737991266,0.0,0.5209606986899563
frozenset({'212160.0'}),"frozenset({'0.0', '1.0'})",0.04192139737991266,0.8812227074235808,0.04192139737991266,1.0,1.134786917740337,1.0,0.004979310081806222,inf,0.1239744758432088,0.04757185332011893,1.0,0.5237859266600595
"frozenset({'0.0', 'Data Analyst'})",frozenset({'1.0'}),0.39039301310043667,0.8812227074235808,0.3807860262008734,0.9753914988814318,1.1068615126057875,1.0,0.03676283823725712,4.826677252878141,0.15837188822586165,0.42745098039215684,0.792818133964996,0.703751249936256
"frozenset({'0.0', '1.0'})",frozenset({'Data Analyst'}),0.8812227074235808,0.39039301310043667,0.3807860262008734,0.4321110009910803,1.1068615126057875,1.0,0.03676283823725712,1.073461517943559,0.8128204263356721,0.42745098039215684,0.06843423515012458,0.703751249936256
"frozenset({'Data Analyst', '1.0'})",frozenset({'0.0'}),0.3807860262008734,1.0,0.3807860262008734,1.0,1.0,1.0,0.0,inf,0.0,0.3807860262008734,0.0,0.6903930131004367
frozenset({'0.0'}),"frozenset({'Data Analyst', '1.0'})",1.0,0.3807860262008734,0.3807860262008734,0.3807860262008734,1.0,1.0,0.0,1.0,0.0,0.3807860262008734,0.0,0.6903930131004367
frozenset({'Data Analyst'}),"frozenset({'0.0', '1.0'})",0.39039301310043667,0.8812227074235808,0.3807860262008734,0.9753914988814318,1.1068615126057875,1.0,0.03676283823725712,4.826677252878141,0.15837188822586165,0.42745098039215684,0.792818133964996,0.703751249936256
frozenset({'1.0'}),"frozenset({'0.0', 'Data Analyst'})",0.8812227074235808,0.39039301310043667,0.3807860262008734,0.4321110009910803,1.1068615126057875,1.0,0.03676283823725712,1.073461517943559,0.8128204263356721,0.42745098039215684,0.06843423515012458,0.703751249936256
"frozenset({'0.0', '1.0'})",frozenset({'Data Engineer'}),0.8812227074235808,0.10393013100436681,0.09344978165938865,0.10604558969276512,1.0203546235144207,1.0,0.0018641902328331017,1.0023664055616341,0.16794942275975927,0.10479921645445643,0.002360818906643339,0.5026026267791557
"frozenset({'0.0', 'Data Engineer'})",frozenset({'1.0'}),0.10393013100436681,0.8812227074235808,0.09344978165938865,0.8991596638655464,1.0203546235144207,1.0,0.0018641902328331017,1.1778748180494922,0.02226230165236575,0.10479921645445643,0.15101334651507783,0.5026026267791557
"frozenset({'Data Engineer', '1.0'})",frozenset({'0.0'}),0.09344978165938865,1.0,0.09344978165938865,1.0,1.0,1.0,0.0,inf,0.0,0.09344978165938865,0.0,0.5467248908296943
frozenset({'1.0'}),"frozenset({'0.0', 'Data Engineer'})",0.8812227074235808,0.10393013100436681,0.09344978165938865,0.10604558969276512,1.0203546235144207,1.0,0.0018641902328331017,1.0023664055616341,0.16794942275975927,0.10479921645445643,0.002360818906643339,0.5026026267791557
frozenset({'Data Engineer'}),"frozenset({'0.0', '1.0'})",0.10393013100436681,0.8812227074235808,0.09344978165938865,0.8991596638655464,1.0203546235144207,1.0,0.0018641902328331017,1.1778748180494922,0.02226230165236575,0.10479921645445643,0.15101334651507783,0.5026026267791557
"frozenset({'0.0', 'Data Scientist'})",frozenset({'1.0'}),0.5056768558951965,0.8812227074235808,0.4069868995633188,0.8048359240069085,0.9133172774904957,1.0,-0.0386270284700902,0.6086022336437765,-0.16107341991176763,0.41532976827094475,-0.6431093162653657,0.6333396666615316
"frozenset({'0.0', '1.0'})",frozenset({'Data Scientist'}),0.8812227074235808,0.5056768558951965,0.4069868995633188,0.46184340931615464,0.9133172774904957,1.0,-0.0386270284700902,0.9185488994507307,-0.44415306489383166,0.41532976827094475,-0.08867366843286738,0.6333396666615316
"frozenset({'Data Scientist', '1.0'})",frozenset({'0.0'}),0.4069868995633188,1.0,0.4069868995633188,1.0,1.0,1.0,0.0,inf,0.0,0.4069868995633188,0.0,0.7034934497816594
frozenset({'0.0'}),"frozenset({'Data Scientist', '1.0'})",1.0,0.4069868995633188,0.4069868995633188,0.4069868995633188,1.0,1.0,0.0,1.0,0.0,0.4069868995633188,0.0,0.7034934497816594
frozenset({'Data Scientist'}),"frozenset({'0.0', '1.0'})",0.5056768558951965,0.8812227074235808,0.4069868995633188,0.8048359240069085,0.9133172774904957,1.0,-0.0386270284700902,0.6086022336437765,-0.16107341991176763,0.41532976827094475,-0.6431093162653657,0.6333396666615316
frozenset({'1.0'}),"frozenset({'0.0', 'Data Scientist'})",0.8812227074235808,0.5056768558951965,0.4069868995633188,0.46184340931615464,0.9133172774904957,1.0,-0.0386270284700902,0.9185488994507307,-0.44415306489383166,0.41532976827094475,-0.08867366843286738,0.6333396666615316
"frozenset({'0.0', 'atlanta, ga'})",frozenset({'1.0'}),0.0314410480349345,0.8812227074235808,0.0314410480349345,1.0,1.134786917740337,1.0,0.003734482561354665,inf,0.12263300270513976,0.035678889990089196,1.0,0.5178394449950446
"frozenset({'atlanta, ga', '1.0'})",frozenset({'0.0'}),0.0314410480349345,1.0,0.0314410480349345,1.0,1.0,1.0,0.0,inf,0.0,0.0314410480349345,0.0,0.5157205240174673
"frozenset({'atlanta, ga'})","frozenset({'0.0', '1.0'})",0.0314410480349345,0.8812227074235808,0.0314410480349345,1.0,1.134786917740337,1.0,0.003734482561354665,inf,0.12263300270513976,0.035678889990089196,1.0,0.5178394449950446
"frozenset({'0.0', 'boston, ma'})",frozenset({'1.0'}),0.020087336244541485,0.8812227074235808,0.01572052401746725,0.782608695652174,0.8880941095359159,1.0,-0.001980892812875421,0.5463755458515285,-0.11393848988724606,0.01775147928994083,-0.8302429667519177,0.4002240703236093
"frozenset({'boston, ma', '1.0'})",frozenset({'0.0'}),0.01572052401746725,1.0,0.01572052401746725,1.0,1.0,1.0,0.0,inf,0.0,0.015720524017467253,0.0,0.5078602620087336
"frozenset({'boston, ma'})","frozenset({'0.0', '1.0'})",0.020087336244541485,0.8812227074235808,0.01572052401746725,0.782608695652174,0.8880941095359159,1.0,-0.001980892812875421,0.5463755458515285,-0.11393848988724606,0.01775147928994083,-0.8302429667519177,0.4002240703236093
"frozenset({'0.0', 'by employers'})",frozenset({'1.0'}),0.03668122270742358,0.8812227074235808,0.03668122270742358,1.0,1.134786917740337,1.0,0.004356896321580442,inf,0.12330009066183135,0.04162537165510406,1.0,0.520812685827552
"frozenset({'by employers', '1.0'})",frozenset({'0.0'}),0.03668122270742358,1.0,0.03668122270742358,1.0,1.0,1.0,0.0,inf,0.0,0.03668122270742358,0.0,0.5183406113537118
frozenset({'by employers'}),"frozenset({'0.0', '1.0'})",0.03668122270742358,0.8812227074235808,0.03668122270742358,1.0,1.134786917740337,1.0,0.004356896321580442,inf,0.12330009066183135,0.04162537165510406,1.0,0.520812685827552
"frozenset({'0.0', 'cambridge, ma'})",frozenset({'1.0'}),0.04104803493449782,0.8812227074235808,0.028820960698689956,0.7021276595744681,0.7967652826687472,1.0,-0.007351499780705938,0.39875233936369314,-0.21010638297872347,0.03225806451612903,-1.5078222778473087,0.36741665436602494
"frozenset({'cambridge, ma', '1.0'})",frozenset({'0.0'}),0.028820960698689956,1.0,0.028820960698689956,1.0,1.0,1.0,0.0,inf,0.0,0.028820960698689956,0.0,0.514410480349345
"frozenset({'cambridge, ma'})","frozenset({'0.0', '1.0'})",0.04104803493449782,0.8812227074235808,0.028820960698689956,0.7021276595744681,0.7967652826687472,1.0,-0.007351499780705938,0.39875233936369314,-0.21010638297872347,0.03225806451612903,-1.5078222778473087,0.36741665436602494
"frozenset({'0.0', 'chicago, il'})",frozenset({'1.0'}),0.02794759825327511,0.8812227074235808,0.02445414847161572,0.875,0.9929385530227949,1.0,-0.0001739097271219077,0.9502183406113538,-0.007262996941895994,0.027640671273445213,-0.052389705882352845,0.4513751238850347
"frozenset({'chicago, il', '1.0'})",frozenset({'0.0'}),0.02445414847161572,1.0,0.02445414847161572,1.0,1.0,1.0,0.0,inf,0.0,0.024454148471615724,0.0,0.5122270742358078
"frozenset({'chicago, il'})","frozenset({'0.0', '1.0'})",0.02794759825327511,0.8812227074235808,0.02445414847161572,0.875,0.9929385530227949,1.0,-0.0001739097271219077,0.9502183406113538,-0.007262996941895994,0.027640671273445213,-0.052389705882352845,0.4513751238850347
"frozenset({'0.0', 'data analyst'})",frozenset({'1.0'}),0.05152838427947598,0.8812227074235808,0.05152838427947598,1.0,1.134786917740337,1.0,0.006120401975553483,inf,0.12523020257826897,0.05847373637264618,1.0,0.5292368681863231
"frozenset({'data analyst', '1.0'})",frozenset({'0.0'}),0.05152838427947598,1.0,0.05152838427947598,1.0,1.0,1.0,0.0,inf,0.0,0.05152838427947598,0.0,0.525764192139738
frozenset({'data analyst'}),"frozenset({'0.0', '1.0'})",0.05152838427947598,0.8812227074235808,0.05152838427947598,1.0,1.134786917740337,1.0,0.006120401975553483,inf,0.12523020257826897,0.05847373637264618,1.0,0.5292368681863231
"frozenset({'0.0', 'data analyst - 35p cryptologic linguist'})",frozenset({'1.0'}),0.022707423580786028,0.8812227074235808,0.022707423580786028,1.0,1.134786917740337,1.0,0.0026971262943117046,inf,0.12153708668453984,0.025768087215064423,1.0,0.5128840436075323
"frozenset({'1.0', 'data analyst - 35p cryptologic linguist'})",frozenset({'0.0'}),0.022707423580786028,1.0,0.022707423580786028,1.0,1.0,1.0,0.0,inf,0.0,0.022707423580786028,0.0,0.511353711790393
frozenset({'data analyst - 35p cryptologic linguist'}),"frozenset({'0.0', '1.0'})",0.022707423580786028,0.8812227074235808,0.022707423580786028,1.0,1.134786917740337,1.0,0.0026971262943117046,inf,0.12153708668453984,0.025768087215064423,1.0,0.5128840436075323
"frozenset({'0.0', 'data engineer'})",frozenset({'1.0'}),0.0462882096069869,0.8812227074235808,0.04279475982532751,0.9245283018867924,1.049142622061821,1.0,0.0020045384336683097,1.5737991266375528,0.0491141511549674,0.04837117472852912,0.3645948945615975,0.4865456177422069
"frozenset({'1.0', 'data engineer'})",frozenset({'0.0'}),0.04279475982532751,1.0,0.04279475982532751,1.0,1.0,1.0,0.0,inf,0.0,0.04279475982532751,0.0,0.5213973799126638
frozenset({'data engineer'}),"frozenset({'0.0', '1.0'})",0.0462882096069869,0.8812227074235808,0.04279475982532751,0.9245283018867924,1.049142622061821,1.0,0.0020045384336683097,1.5737991266375528,0.0491141511549674,0.04837117472852912,0.3645948945615975,0.4865456177422069
"frozenset({'0.0', 'data scientist'})",frozenset({'1.0'}),0.11441048034934498,0.8812227074235808,0.1091703056768559,0.9541984732824428,1.0828119444087185,1.0,0.008349192425773727,2.5933042212518216,0.08635897435897436,0.12315270935960593,0.6143915581499779,0.5390417539851262
"frozenset({'0.0', '1.0'})",frozenset({'data scientist'}),0.8812227074235808,0.11441048034934498,0.1091703056768559,0.12388503468780972,1.0828119444087185,1.0,0.008349192425773727,1.0108142820446957,0.6438823529411765,0.12315270935960593,0.010698584534065213,0.5390417539851262
"frozenset({'data scientist', '1.0'})",frozenset({'0.0'}),0.1091703056768559,1.0,0.1091703056768559,1.0,1.0,1.0,0.0,inf,0.0,0.10917030567685591,0.0,0.5545851528384279
frozenset({'0.0'}),"frozenset({'data scientist', '1.0'})",1.0,0.1091703056768559,0.1091703056768559,0.1091703056768559,1.0,1.0,0.0,1.0,0.0,0.10917030567685591,0.0,0.5545851528384279
frozenset({'data scientist'}),"frozenset({'0.0', '1.0'})",0.11441048034934498,0.8812227074235808,0.1091703056768559,0.9541984732824428,1.0828119444087185,1.0,0.008349192425773727,2.5933042212518216,0.08635897435897436,0.12315270935960593,0.6143915581499779,0.5390417539851262
frozenset({'1.0'}),"frozenset({'0.0', 'data scientist'})",0.8812227074235808,0.11441048034934498,0.1091703056768559,0.12388503468780972,1.0828119444087185,1.0,0.008349192425773727,1.0108142820446957,0.6438823529411765,0.12315270935960593,0.010698584534065213,0.5390417539851262
"frozenset({'0.0', 'irvine, ca'})",frozenset({'1.0'}),0.01222707423580786,0.8812227074235808,0.01222707423580786,1.0,1.134786917740337,1.0,0.0014522987738601473,inf,0.12024756852343056,0.013875123885034688,1.0,0.5069375619425174
"frozenset({'irvine, ca', '1.0'})",frozenset({'0.0'}),0.01222707423580786,1.0,0.01222707423580786,1.0,1.0,1.0,0.0,inf,0.0,0.01222707423580786,0.0,0.506113537117904
"frozenset({'irvine, ca'})","frozenset({'0.0', '1.0'})",0.01222707423580786,0.8812227074235808,0.01222707423580786,1.0,1.134786917740337,1.0,0.0014522987738601473,inf,0.12024756852343056,0.013875123885034688,1.0,0.5069375619425174
"frozenset({'0.0', 'las vegas, nv'})",frozenset({'1.0'}),0.01222707423580786,0.8812227074235808,0.01222707423580786,1.0,1.134786917740337,1.0,0.0014522987738601473,inf,0.12024756852343056,0.013875123885034688,1.0,0.5069375619425174
"frozenset({'1.0', 'las vegas, nv'})",frozenset({'0.0'}),0.01222707423580786,1.0,0.01222707423580786,1.0,1.0,1.0,0.0,inf,0.0,0.01222707423580786,0.0,0.506113537117904
"frozenset({'las vegas, nv'})","frozenset({'0.0', '1.0'})",0.01222707423580786,0.8812227074235808,0.01222707423580786,1.0,1.134786917740337,1.0,0.0014522987738601473,inf,0.12024756852343056,0.013875123885034688,1.0,0.5069375619425174
"frozenset({'0.0', 'los angeles, ca'})",frozenset({'1.0'}),0.03755458515283843,0.8812227074235808,0.03755458515283843,1.0,1.134786917740337,1.0,0.004460631948284742,inf,0.12341197822141567,0.04261645193260655,1.0,0.5213082259663033
"frozenset({'1.0', 'los angeles, ca'})",frozenset({'0.0'}),0.03755458515283843,1.0,0.03755458515283843,1.0,1.0,1.0,0.0,inf,0.0,0.03755458515283843,0.0,0.5187772925764192
"frozenset({'los angeles, ca'})","frozenset({'0.0', '1.0'})",0.03755458515283843,0.8812227074235808,0.03755458515283843,1.0,1.134786917740337,1.0,0.004460631948284742,inf,0.12341197822141567,0.04261645193260655,1.0,0.5213082259663033
"frozenset({'0.0', 'massmutual\n3.6'})",frozenset({'1.0'}),0.01222707423580786,0.8812227074235808,0.010480349344978166,0.8571428571428571,0.9726745009202887,1.0,-0.0002944261169695473,0.8314410480349343,-0.02765439174666863,0.011869436201780416,-0.2027310924369751,0.4345179102364434
"frozenset({'massmutual\n3.6', '1.0'})",frozenset({'0.0'}),0.010480349344978166,1.0,0.010480349344978166,1.0,1.0,1.0,0.0,inf,0.0,0.010480349344978167,0.0,0.505240174672489
frozenset({'massmutual\n3.6'}),"frozenset({'0.0', '1.0'})",0.01222707423580786,0.8812227074235808,0.010480349344978166,0.8571428571428571,0.9726745009202887,1.0,-0.0002944261169695473,0.8314410480349343,-0.02765439174666863,0.011869436201780416,-0.2027310924369751,0.4345179102364434
"frozenset({'0.0', 'nashville, tn'})",frozenset({'1.0'}),0.013973799126637555,0.8812227074235808,0.013973799126637555,1.0,1.134786917740337,1.0,0.0016597700272687407,inf,0.12046058458813114,0.015857284440039643,1.0,0.5079286422200198
"frozenset({'nashville, tn', '1.0'})",frozenset({'0.0'}),0.013973799126637555,1.0,0.013973799126637555,1.0,1.0,1.0,0.0,inf,0.0,0.013973799126637555,0.0,0.5069868995633188
"frozenset({'nashville, tn'})","frozenset({'0.0', '1.0'})",0.013973799126637555,0.8812227074235808,0.013973799126637555,1.0,1.134786917740337,1.0,0.0016597700272687407,inf,0.12046058458813114,0.015857284440039643,1.0,0.5079286422200198
"frozenset({'0.0', 'new york, ny'})",frozenset({'1.0'}),0.048034934497816595,0.8812227074235808,0.04716157205240175,0.9818181818181818,1.1141544283268763,1.0,0.004832097023321449,6.532751091703055,0.10762827047230722,0.05346534653465347,0.8469251336898396,0.5176682584016578
"frozenset({'1.0', 'new york, ny'})",frozenset({'0.0'}),0.04716157205240175,1.0,0.04716157205240175,1.0,1.0,1.0,0.0,inf,0.0,0.047161572052401755,0.0,0.5235807860262008
"frozenset({'new york, ny'})","frozenset({'0.0', '1.0'})",0.048034934497816595,0.8812227074235808,0.04716157205240175,0.9818181818181818,1.1141544283268763,1.0,0.004832097023321449,6.532751091703055,0.10762827047230722,0.05346534653465347,0.8469251336898396,0.5176682584016578
"frozenset({'0.0', 'san diego, ca'})",frozenset({'1.0'}),0.028820960698689956,0.8812227074235808,0.025327510917030567,0.8787878787878788,0.9972369883172658,1.0,-7.017410041761096e-05,0.9799126637554586,-0.002844774273345653,0.02862783810463968,-0.02049910873440279,0.45376460341772534
"frozenset({'san diego, ca', '1.0'})",frozenset({'0.0'}),0.025327510917030567,1.0,0.025327510917030567,1.0,1.0,1.0,0.0,inf,0.0,0.025327510917030567,0.0,0.5126637554585153
"frozenset({'san diego, ca'})","frozenset({'0.0', '1.0'})",0.028820960698689956,0.8812227074235808,0.025327510917030567,0.8787878787878788,0.9972369883172658,1.0,-7.017410041761096e-05,0.9799126637554586,-0.002844774273345653,0.02862783810463968,-0.02049910873440279,0.45376460341772534
"frozenset({'0.0', 'san francisco, ca'})",frozenset({'1.0'}),0.04279475982532751,0.8812227074235808,0.034934497816593885,0.8163265306122449,0.9263566675431323,1.0,-0.0027772163002231093,0.6466763706938381,-0.07668330490090777,0.03929273084479371,-0.5463685474189673,0.427984870856172
"frozenset({'1.0', 'san francisco, ca'})",frozenset({'0.0'}),0.034934497816593885,1.0,0.034934497816593885,1.0,1.0,1.0,0.0,inf,0.0,0.034934497816593885,0.0,0.517467248908297
"frozenset({'san francisco, ca'})","frozenset({'0.0', '1.0'})",0.04279475982532751,0.8812227074235808,0.034934497816593885,0.8163265306122449,0.9263566675431323,1.0,-0.0027772163002231093,0.6466763706938381,-0.07668330490090777,0.03929273084479371,-0.5463685474189673,0.427984870856172
"frozenset({'0.0', 'san jose, ca'})",frozenset({'1.0'}),0.011353711790393014,0.8812227074235808,0.011353711790393014,1.0,1.134786917740337,1.0,0.0013485631471558523,inf,0.12014134275618384,0.012884043607532212,1.0,0.5064420218037661
"frozenset({'1.0', 'san jose, ca'})",frozenset({'0.0'}),0.011353711790393014,1.0,0.011353711790393014,1.0,1.0,1.0,0.0,inf,0.0,0.011353711790393014,0.0,0.5056768558951965
"frozenset({'san jose, ca'})","frozenset({'0.0', '1.0'})",0.011353711790393014,0.8812227074235808,0.011353711790393014,1.0,1.134786917740337,1.0,0.0013485631471558523,inf,0.12014134275618384,0.012884043607532212,1.0,0.5064420218037661
